sr_no,sector,ministry,project_code,project_name,orig_cost,rev_cost,expenditure,phys_progress,planned_duration_days,project_age_years,elapsed_fraction,progress_gap,cost_utilization,cost_per_progress,sanction_year,sanction_month,size_decile_in_sector,sector_loo_cost_overrun_rate,sector_loo_time_overrun_rate,ministry_loo_cost_overrun_rate,ministry_loo_time_overrun_rate,cost_overrun_pct,cost_overrun_flag,time_overrun_months,time_overrun_flag
165,Education,Department of Higher Education,609019,"HEFA projects on development of student hostels, playgrounds, departmental buildings, class room complex and other campus facilities in IIT Kharagpur",500,442.0,418.86,97,1740.0,7.846680355920602,1.6471264367816092,67.71264367816093,0.83772,4.274081632653061,2018.0,6.0,6.0,0.46153846153846156,0.8571428571428571,0.5,0.85,-11.600000000000001,0.0,45.039421813403415,1.0
166,Education,Department of Higher Education,612128,Hostel blocks & dining hall block,167,,138.26,93,1094.0,3.0910335386721424,1.0319926873857403,10.199268738574034,0.8279041916167664,1.4708510638297871,2023.0,3.0,0.0,0.42857142857142855,0.8571428571428571,0.46153846153846156,0.85,,,6.176084099868594,1.0
167,Education,Department of Higher Education,610315,IISER BERHAMPUR,1229,843.09,874.09,98,889.0,7.515400410677618,3.0877390326209224,210.77390326209223,0.7112205044751831,8.829191919191919,2018.0,10.0,9.0,0.46153846153846156,0.8571428571428571,0.5,0.85,-31.400325467860046,0.0,62.97634691195795,1.0
168,Education,Department of Higher Education,612851,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors Residence and External Development works at National Institute of Technology, Delhi Campus on Engineering, Procurement and Construction basis",333,336.42,336.42,100,5857.0,16.61601642710472,1.0361960047806045,3.6196004780604483,1.0102702702702704,3.330891089108911,2009.0,9.0,3.0,0.46153846153846156,0.8571428571428571,0.5,0.85,1.0270270270270319,0.0,4.040735873850197,1.0
169,Education,Department of Higher Education,617877,Phase B Construction of Permanent Campus of IIT Bhilai,1189,,1.92,0,1251.0,0.919917864476386,0.2685851318944844,26.85851318944844,0.001614802354920101,1.92,2025.0,5.0,9.0,0.42857142857142855,0.8636363636363636,0.46153846153846156,0.8571428571428571,,,,
170,Education,Department of Higher Education,617878,Phase B of Construction of Permanent Campus of IIT Palakkad,1527,,9.8,0,1251.0,0.919917864476386,0.2685851318944844,26.85851318944844,0.00641781270464964,9.8,2025.0,5.0,9.0,0.42857142857142855,0.8636363636363636,0.46153846153846156,0.8571428571428571,,,,
171,Education,Department of Higher Education,611957,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy & Sophisticated lab complex, Academic POD and Infrastructure for center of excellence]",496,,97.35,68,1150.0,2.3408624229979464,0.7434782608695653,6.34782608695653,0.19627016129032257,1.4108695652173913,2023.0,12.0,6.0,0.42857142857142855,0.8636363636363636,0.46153846153846156,0.8571428571428571,,,,
172,Education,Department of Higher Education,606112,Tezpur University Projects,154,,266.14,98,1624.0,6.921286789869952,1.5566502463054188,57.66502463054189,1.728181818181818,2.688282828282828,2019.0,5.0,0.0,0.42857142857142855,0.8571428571428571,0.46153846153846156,0.85,,,25.755584756898816,1.0
173,Education,Department of Sports,400081,"National Sports University [NSU], Imphal [Manipur]",906,611.74,577.32,98,805.0,3.8795345653661877,1.7602484472049689,78.0248447204969,0.6372185430463577,5.831515151515152,2022.0,6.0,8.0,0.46153846153846156,0.8571428571428571,0.4309978768577495,0.7589348283111422,-32.47902869757174,0.0,23.390275952693823,1.0
174,Electricity Generation,Ministry of Coal,618992,100 MW SPP part of SECI 150 MW Hybrid,481,,2.75,1,1624.0,3.7754962354551678,0.8491379310344828,83.91379310344827,0.005717255717255718,1.375,2022.0,7.0,0.0,0.875,0.7777777777777778,0.2857142857142857,0.9714285714285714,,,,
175,Electricity Generation,Ministry of Coal,618991,200 MW SPP part of 510 MW CPSU scheme,1221,,71.51,0,1624.0,3.7754962354551678,0.8491379310344828,84.91379310344827,0.058566748566748573,71.51,2022.0,7.0,1.0,0.875,0.7777777777777778,0.2857142857142857,0.9714285714285714,,,,
176,Electricity Generation,Ministry of Coal,617299,50 MW Wind Power Project,384,,333.34,52,1075.0,3.7754962354551678,1.2827906976744186,76.27906976744185,0.8680729166666666,6.289433962264151,2022.0,7.0,0.0,0.875,0.7692307692307693,0.2857142857142857,0.9705882352941176,,,18.035479632063073,1.0
177,Electricity Generation,Ministry of Coal,617730,600 MW Khavda Solar Power Project,3336,,2122.95,62,1064.0,2.746064339493498,0.9426691729323309,32.26691729323309,0.6363758992805755,33.69761904761904,2023.0,8.0,3.0,0.875,0.7692307692307693,0.2857142857142857,0.9705882352941176,,,6.044678055190539,1.0
178,Electricity Generation,Ministry of Coal,618981,810 MW Solar Power Project - Rajasthan,4147,,249.95,0,1262.0,1.5523613963039014,0.44928684627575277,44.92868462757528,0.060272486134555096,249.95,2024.0,10.0,3.0,0.875,0.7777777777777778,0.2857142857142857,0.9714285714285714,,,,
179,Electricity Generation,Ministry of Coal,400231,NLC Talabira Thermal Power Project,27213,,3574.21,4,4813.0,9.259411362080767,0.7026802410139207,66.26802410139207,0.13134200565906,714.842,2017.0,1.0,8.0,0.875,0.7777777777777778,0.2857142857142857,0.9714285714285714,,,,
180,Electricity Generation,Ministry of Power,611699,186 MW Tato-I H E Project,1750,,79.45,6,1691.0,1.3826146475017111,0.29863985807214666,23.863985807214664,0.0454,11.35,2024.0,12.0,2.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
181,Electricity Generation,Ministry of Power,611698,240MW Heo HE Project,1939,,106.28,7,1691.0,1.3826146475017111,0.29863985807214666,22.863985807214664,0.05481175863847344,13.285,2024.0,12.0,2.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
182,Electricity Generation,Ministry of Power,611716,700 MW Tato-II HE Project,8146,,253.97,7,2190.0,0.6516084873374401,0.108675799086758,3.8675799086757987,0.03117726491529585,31.74625,2025.0,9.0,5.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
183,Electricity Generation,Ministry of Power,709747,Bagodara Solar Power Project,339,,370.0,52,1741.0,5.0951403148528405,1.0689259046524986,54.89259046524985,1.0914454277286136,6.981132075471698,2021.0,3.0,0.0,0.875,0.8076923076923077,0.8947368421052632,0.8939393939393939,,,0.0,0.0
184,Electricity Generation,Ministry of Power,602579,Buxar Thermal Power Project [1320 MW],10439,13756.6,13731.8,95,1767.0,7.145790554414784,1.4770797962648556,52.70797962648555,1.3154325126927866,143.03958333333333,2019.0,3.0,6.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,31.780821917808222,1.0,28.679369250985545,1.0
185,Electricity Generation,Ministry of Power,619056,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]",11131,,566.2,3,1912.0,0.4791238877481177,0.09152719665271966,6.152719665271967,0.05086694816278861,141.55,2025.0,11.0,6.0,0.875,0.7692307692307693,0.8947368421052632,0.8787878787878788,,,3.9421813403416555,1.0
186,Electricity Generation,Ministry of Power,602582,Dhaulasidh Hydro Electric Project [66 MW],688,1763.31,1275.68,81,1861.0,5.577002053388091,1.0945728103170338,28.457281031703374,1.854186046511628,15.557073170731709,2020.0,10.0,0.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,156.2950581395349,1.0,16.78712220762155,1.0
187,Electricity Generation,Ministry of Power,602182,Dibang Multipurpose Project,31876,,4921.36,18,3286.0,3.1704312114989732,0.3524041387705417,17.240413877054173,0.15439076421131884,259.01894736842104,2023.0,2.0,9.0,0.875,0.8076923076923077,0.8947368421052632,0.8939393939393939,,,0.0,0.0
188,Electricity Generation,Ministry of Power,618976,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]",20446,,2329.76,12,1972.0,1.4811772758384667,0.27434077079107505,15.434077079107507,0.1139469822948254,179.21230769230772,2024.0,11.0,8.0,0.875,0.8076923076923077,0.8947368421052632,0.8939393939393939,,,0.0,0.0
189,Electricity Generation,Ministry of Power,602538,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,1037,1106.0,1143.06,97,1672.0,6.847364818617385,1.4958133971291867,52.58133971291866,1.1022757955641271,11.663877551020407,2019.0,6.0,1.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,6.653809064609451,1.0,32.26018396846255,1.0
190,Electricity Generation,Ministry of Power,619311,Kalai-II Hydro Electric Project [1200 MW],14106,,189.68,0,2375.0,0.02190280629705681,0.003368421052631579,0.3368421052631579,0.013446760243867859,189.68,2026.0,4.0,7.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
191,Electricity Generation,Ministry of Power,602532,Kiru HE Project,4288,5409.0,3948.67,87,1644.0,7.145790554414784,1.5875912408759123,71.75912408759123,0.9208652052238806,44.87125,2019.0,3.0,4.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,26.142723880597014,1.0,39.78318002628121,1.0
192,Electricity Generation,Ministry of Power,611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",14358,,2229.31,14,2269.0,3.0061601642710474,0.4839136183340679,34.39136183340679,0.15526605376793426,148.62066666666666,2023.0,4.0,7.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
193,Electricity Generation,Ministry of Power,605155,Kwar HE Project,4526,,1701.47,37,1645.0,3.972621492128679,0.8820668693009118,51.20668693009118,0.37593239063190453,44.77552631578948,2022.0,5.0,4.0,0.875,0.7692307692307693,0.8947368421052632,0.8787878787878788,,,16.655716162943495,1.0
194,Electricity Generation,Ministry of Power,611930,Lara Super Thermal Power Project Stage-II [2 x 800 MW],15530,16106.0,5472.13,34,1767.0,2.6694045174537986,0.5517826825127334,21.178268251273344,0.35235866065679333,156.34657142857142,2023.0,8.0,7.0,0.9333333333333333,0.7692307692307693,0.9444444444444444,0.8787878787878788,3.708950418544752,0.0,5.026281208935611,1.0
195,Electricity Generation,Ministry of Power,602593,Luhri Stage-I Hydro Electric Project [210 MW],1811,4345.31,1980.59,52,1886.0,5.4401095140314855,1.0535524920466597,53.35524920466597,1.0936443953616786,37.36962264150943,2020.0,11.0,2.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,139.93981225842077,1.0,52.26675427069645,1.0
196,Electricity Generation,Ministry of Power,298178,"Meja Thermal Power Project, Stage-II , (3x800 MW)",38358,,1002.73,0,2402.0,-0.09582477754962354,0.0,0.0,0.026141352520986497,1002.73,2026.0,6.0,9.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
197,Electricity Generation,Ministry of Power,619051,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]",29948,,3422.25,15,2094.0,1.4811772758384667,0.2583572110792741,10.835721107927412,0.11427307332710031,213.890625,2024.0,11.0,9.0,0.875,0.8076923076923077,0.8947368421052632,0.8939393939393939,,,0.0,0.0
198,Electricity Generation,Ministry of Power,602525,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",8112,12728.0,9313.54,82,2008.0,11.50444900752909,2.0926294820717133,127.26294820717132,1.1481188362919132,112.21132530120482,2014.0,10.0,5.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,56.90335305719921,1.0,80.12483574244415,1.0
199,Electricity Generation,Ministry of Power,400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],18668,20302.0,19735.7,92,1970.0,8.476386036960985,1.5715736040609136,65.15736040609136,1.0571941289907865,212.21182795698925,2017.0,11.0,8.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,8.752946218127276,1.0,48.98160315374507,1.0
200,Electricity Generation,Ministry of Power,400062,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",17673,,2268.62,13,2402.0,3.247091033538672,0.49375520399666945,36.37552039966695,0.128366434674362,162.0442857142857,2023.0,1.0,8.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
201,Electricity Generation,Ministry of Power,602184,Rammam-III HEPP [3x40 MW],1382,2865.56,1690.73,58,1846.0,11.63586584531143,2.302275189599133,172.2275189599133,1.2233936324167873,28.656440677966103,2014.0,9.0,1.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,107.34876989869753,1.0,120.0065703022339,1.0
202,Electricity Generation,Ministry of Power,605156,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT,938,1828.11,1718.16,98,1156.0,5.084188911704312,1.606401384083045,62.640138408304495,1.831727078891258,17.355151515151515,2021.0,3.0,1.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,94.89445628997866,1.0,30.059132720105122,1.0
203,Electricity Generation,Ministry of Power,602535,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",5282,,1645.11,32,1825.0,5.212867898699521,1.0432876712328767,72.32876712328766,0.31145588792124196,49.85181818181818,2021.0,2.0,4.0,0.875,0.7692307692307693,0.8947368421052632,0.8787878787878788,,,33.5742444152431,1.0
204,Electricity Generation,Ministry of Power,612142,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",17195,,3840.48,25,2188.0,2.1574264202600957,0.360146252285192,11.0146252285192,0.2233486478627508,147.71076923076924,2024.0,3.0,7.0,0.875,0.8076923076923077,0.8947368421052632,0.8939393939393939,,,2.0039421813403417,0.0
205,Electricity Generation,Ministry of Power,617188,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]",9791,,1910.55,22,1836.0,1.6071184120465434,0.31971677559912853,9.971677559912852,0.19513328567051375,83.06739130434782,2024.0,9.0,6.0,0.875,0.8076923076923077,0.8947368421052632,0.8939393939393939,,,2.0039421813403417,0.0
206,Electricity Generation,Ministry of Power,602096,Subansiri Lower HE Project [2000 MW],6285,26075.5,26448.1,98,2556.0,22.639288158795345,3.235133020344288,225.51330203442876,4.208130469371519,267.15252525252527,2003.0,9.0,5.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,314.884645982498,1.0,198.68593955321944,1.0
207,Electricity Generation,Ministry of Power,611586,Sunni Dam Hydro Electric Project [382 MW],2615,4555.49,1152.21,35,1908.0,3.29637234770705,0.6310272536687631,28.102725366876314,0.44061567877629065,32.005833333333335,2023.0,1.0,2.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,74.20611854684512,1.0,20.92641261498029,1.0
208,Electricity Generation,Ministry of Power,602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,11844,12543.0,7031.31,55,1740.0,3.679671457905544,0.7724137931034483,22.241379310344826,0.5936600810536982,125.55910714285714,2022.0,8.0,6.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,5.9017223910840935,1.0,12.02365308804205,1.0
209,Electricity Generation,Ministry of Power,602185,Tapovan-Vishnugad HEP [4x130 MW],2978,10907.3,7827.81,76,2327.0,19.45242984257358,3.0532874946282766,229.32874946282766,2.62854600402955,101.65987012987013,2006.0,11.0,3.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,266.2625923438549,1.0,195.9921156373193,1.0
210,Electricity Generation,Ministry of Power,602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",5748,5748.04,4572.68,74,1826.0,7.145790554414784,1.429353778751369,68.93537787513691,0.7955254001391789,60.96906666666667,2019.0,3.0,4.0,0.9333333333333333,0.7692307692307693,0.9444444444444444,0.8787878787878788,0.0006958942240773072,0.0,66.78712220762155,1.0
211,Electricity Generation,Ministry of Power,619341,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]",29345,,732.96,1,2134.0,0.08761122518822724,0.01499531396438613,0.499531396438613,0.02497733855852786,366.48,2026.0,3.0,9.0,0.875,0.7777777777777778,0.8947368421052632,0.8805970149253731,,,,
212,Electricity Generation,Ministry of Power,602195,Vishnugad Pipalkoti Hydro Electric Project [444 MW],3860,6405.08,5832.69,82,5229.0,17.689253935660506,1.2356091030789826,41.56091030789827,1.511059585492228,70.2733734939759,2008.0,8.0,3.0,0.8666666666666667,0.7692307692307693,0.8888888888888888,0.8787878787878788,65.93471502590673,1.0,66.49145860709592,1.0
213,Energy Storage,Ministry of Petroleum & Natural Gas,604833,"Andheri Residential Towers, Mumbai",281,389.67,281.24,86,2895.0,8.840520191649555,1.115371329879102,25.537132987910198,1.0008540925266904,3.23264367816092,2017.0,6.0,1.0,0.18181818181818182,0.8,0.28431372549019607,0.94,38.67259786476869,1.0,24.967148488830485,1.0
214,Energy Storage,Ministry of Petroleum & Natural Gas,617839,Capacity Augmentation of Kandla LPG Import Terminal [KLIT] from 0.6 MMTPA to 2.5 MMTPA,357,304.4,168.04,68,1159.0,2.921286789869952,0.9206212251941329,24.062122519413293,0.4707002801120448,2.4353623188405797,2023.0,5.0,2.0,0.2727272727272727,0.8333333333333334,0.29411764705882354,0.9411764705882353,-14.733893557422975,0.0,,
215,Energy Storage,Ministry of Petroleum & Natural Gas,709754,"Construction of LPG Facilities at Kamardanga, Assam",156,156.36,114.1,84,1557.0,3.0855578370978782,0.7238278741168914,-11.617212588310863,0.7314102564102564,1.3423529411764705,2023.0,3.0,0.0,0.2727272727272727,0.8333333333333334,0.29411764705882354,0.9411764705882353,0.2307692307692395,0.0,,
216,Energy Storage,Ministry of Petroleum & Natural Gas,604852,"Grass-root Terminal at Mirzapur, Uttar Pradesh",980,980.45,308.35,77,1523.0,3.583846680355921,0.8594878529218647,8.948785292186471,0.31464285714285717,3.9532051282051284,2022.0,9.0,8.0,0.2727272727272727,0.8333333333333334,0.29411764705882354,0.9411764705882353,0.04591836734694341,0.0,,
217,Energy Storage,Ministry of Petroleum & Natural Gas,400012,Kandla Gorakhpur LPG Pipeline,10088,10088.0,8504.21,96,1095.0,7.329226557152635,2.444748858447489,148.47488584474888,0.8430025773195875,87.6722680412371,2018.0,12.0,9.0,0.2727272727272727,0.8,0.29411764705882354,0.94,0.0,0.0,57.98291721419185,1.0
218,Energy Storage,Ministry of Petroleum & Natural Gas,400043,Laying of POL Pipelines in Common Corridor for proposed grass root terminal at Vallur [Chennai],829,829.0,382.47,81,1581.0,4.243668720054757,0.9803921568627451,17.039215686274503,0.4613630880579011,4.6642682926829275,2022.0,1.0,7.0,0.2727272727272727,0.8,0.29411764705882354,0.94,0.0,0.0,9.986859395532194,1.0
219,Energy Storage,Ministry of Petroleum & Natural Gas,617829,LPG Bottling Plant at Mualkhang,226,225.71,32.45,34,1559.0,1.8206707734428473,0.42655548428479795,8.655548428479797,0.14358407079646018,0.9271428571428573,2024.0,7.0,0.0,0.2727272727272727,1.0,0.29411764705882354,0.96,-0.12831858407079294,0.0,-6.340341655716163,0.0
220,Energy Storage,Ministry of Petroleum & Natural Gas,400301,Multi Product Pipeline from Irugur to Devangonthi,678,1732.0,1206.36,86,1569.0,13.470225872689939,3.135755258126195,227.5755258126195,1.77929203539823,13.866206896551724,2012.0,11.0,6.0,0.18181818181818182,0.8,0.28431372549019607,0.94,155.45722713864308,1.0,115.11169513797634,1.0
221,Energy Storage,Ministry of Petroleum & Natural Gas,701349,Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT] at Paradip,10228,12407.0,11168.5,93,2007.0,7.252566735112937,1.3198804185351272,38.988041853512726,1.0919534610872115,118.81382978723404,2019.0,1.0,9.0,0.18181818181818182,0.8,0.28431372549019607,0.94,21.3042628079781,1.0,27.135348226018397,1.0
222,Energy Storage,Ministry of Petroleum & Natural Gas,709759,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan",461,461.05,252.18,98,1095.0,2.3956194387405887,0.7990867579908676,-18.091324200913235,0.5470281995661606,2.5472727272727274,2023.0,12.0,4.0,0.2727272727272727,0.8333333333333334,0.29411764705882354,0.9411764705882353,0.010845986984818085,0.0,,
223,Energy Storage,Ministry of Petroleum & Natural Gas,619313,Setting up of 50 MW [plus/minus 5 percent] Wind Power Plant for Captive Consumption at MR,483,483.14,380.62,78,1446.0,2.9596167008898013,0.7475795297372061,-3.242047026279394,0.7880331262939959,4.817974683544304,2023.0,5.0,5.0,0.2727272727272727,0.8333333333333334,0.29411764705882354,0.9411764705882353,0.028985507246373988,0.0,,
224,Energy Storage,Ministry of Petroleum & Natural Gas,709755,"Setting up of new rail fed POL facility at Kamardanga, Assam",384,384.04,250.07,88,1558.0,3.0882956878850103,0.72400513478819,-15.599486521181007,0.6512239583333334,2.8097752808988763,2023.0,3.0,3.0,0.2727272727272727,0.8333333333333334,0.29411764705882354,0.9411764705882353,0.010416666666671997,0.0,,
225,Healthcare,Ministry of Health & Family Welfare,701171,AIIMS Bibinagar,1028,1365.95,1028.94,88,2752.0,7.367556468172484,0.9778343023255814,9.783430232558146,1.0009143968871597,11.561123595505618,2018.0,12.0,8.0,0.8125,0.8333333333333334,0.8571428571428571,0.6,32.87451361867705,1.0,6.044678055190539,1.0
226,Healthcare,Ministry of Health & Family Welfare,701172,AIIMS Darbhanga,2006,,40.33,1,3241.0,5.620807665982204,0.6334464671397717,62.34464671397717,0.02010468594217348,20.165,2020.0,9.0,9.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
227,Healthcare,Ministry of Health & Family Welfare,701167,AIIMS Kashmir at Awantipora Jammu & Kashmir,1828,2570.19,1602.61,79,2518.0,7.301848049281314,1.0591739475774424,26.917394757744248,0.8767013129102844,20.032625,2019.0,1.0,9.0,0.8125,0.8333333333333334,0.8571428571428571,0.6,40.6012035010941,1.0,12.943495400788436,1.0
228,Healthcare,Ministry of Health & Family Welfare,701173,AIIMS Majra Rewari Haryana,1299,1646.43,747.62,67,2863.0,7.167693360711842,0.9144254278728606,24.442542787286058,0.5755350269438029,10.994411764705882,2019.0,2.0,9.0,0.8125,0.9166666666666666,0.8571428571428571,0.8,26.745958429561206,1.0,0.0,0.0
229,Healthcare,Ministry of Health & Family Welfare,701170,AIIMS Rajkot,1195,,805.48,94,2637.0,7.301848049281314,1.0113765642775883,7.137656427758827,0.6740418410041841,8.478736842105263,2019.0,1.0,8.0,0.8235294117647058,0.8333333333333334,0.8666666666666667,0.6,,,9.034165571616294,1.0
230,Healthcare,Ministry of Health & Family Welfare,701168,ALL India Institute of Medical Sciences-AIIMS Madurai,1264,2021.51,540.92,54,1353.0,7.367556468172484,1.9889135254988914,144.89135254988915,0.4279430379746835,9.83490909090909,2018.0,12.0,9.0,0.8125,0.8333333333333334,0.8571428571428571,0.6,59.929588607594944,1.0,50.0,1.0
231,Healthcare,Ministry of Health & Family Welfare,707019,Establishment of new GMC Buxar,250,,150.0,0,,,,,0.6,150.0,,,2.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
232,Healthcare,Ministry of Health & Family Welfare,707022,Establishment of new GMC Chaibasa [Singhbhum],250,454.1,65.0,57,2643.0,7.874058863791923,1.088157396897465,51.81573968974649,0.26,1.1206896551724137,2018.0,6.0,2.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,81.64000000000001,1.0,,
233,Healthcare,Ministry of Health & Family Welfare,707039,Establishment of new GMC Gangtok,250,635.21,667.21,92,3008.0,7.564681724845996,0.9185505319148937,-0.1449468085106389,2.6688400000000003,7.174301075268818,2018.0,10.0,2.0,0.8125,0.9166666666666666,0.8571428571428571,0.8,154.08400000000003,1.0,-6.011826544021025,0.0
234,Healthcare,Ministry of Health & Family Welfare,706988,Establishment of new GMC Gondia,189,,113.4,40,-44390.0,4.791238877481177,0.0,-40.0,0.6,2.7658536585365856,2021.0,7.0,0.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
235,Healthcare,Ministry of Health & Family Welfare,707052,Establishment of new GMC Handwara [Distt. Kupwara],325,,173.0,0,,,,,0.5323076923076923,173.0,,,4.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
236,Healthcare,Ministry of Health & Family Welfare,707070,Establishment of new GMC Hoshiarpur,325,374.75,2.04,5,3261.0,6.2559890485968515,0.7007053051211285,65.07053051211285,0.006276923076923077,0.34,2020.0,1.0,4.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,15.307692307692308,1.0,,
237,Healthcare,Ministry of Health & Family Welfare,707020,Establishment of new GMC Jamui,250,500.0,103.21,50,2405.0,7.148528405201916,1.0856548856548855,58.56548856548855,0.41284,2.023725490196078,2019.0,3.0,2.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,100.0,1.0,,
238,Healthcare,Ministry of Health & Family Welfare,707017,Establishment of new GMC Jhanjharpur,250,,150.0,0,,,,,0.6,150.0,,,3.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
239,Healthcare,Ministry of Health & Family Welfare,707046,Establishment of new GMC Kanker,325,325.0,37.0,45,2597.0,6.193018480492813,0.8710050057758952,42.10050057758953,0.11384615384615385,0.8043478260869565,2020.0,2.0,4.0,0.875,0.8461538461538461,0.9285714285714286,0.6666666666666666,0.0,0.0,,
240,Healthcare,Ministry of Health & Family Welfare,707069,Establishment of new GMC Kapurthala,325,550.0,50.0,0,3322.0,6.422997946611909,0.7062010836845274,70.62010836845273,0.15384615384615385,50.0,2019.0,11.0,5.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,69.23076923076923,1.0,,
241,Healthcare,Ministry of Health & Family Welfare,707021,Establishment of new GMC Koderma,250,504.8,271.0,40,1079.0,2.650239561943874,0.897126969416126,49.712696941612606,1.084,6.609756097560975,2023.0,9.0,3.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,101.92000000000002,1.0,,
242,Healthcare,Ministry of Health & Family Welfare,707044,Establishment of new GMC Korba,325,322.85,179.49,55,1406.0,3.1786447638603694,0.8257467994310099,27.57467994310099,0.5522769230769231,3.2051785714285717,2023.0,2.0,5.0,0.875,0.8461538461538461,0.9285714285714286,0.6666666666666666,-0.6615384615384545,0.0,,
243,Healthcare,Ministry of Health & Family Welfare,707057,Establishment of new GMC Leh,325,,127.0,0,-43740.0,6.570841889117043,0.0,0.0,0.39076923076923076,127.0,2019.0,10.0,5.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
244,Healthcare,Ministry of Health & Family Welfare,707045,Establishment of new GMC Mahasamund,325,,321.7,84,955.0,2.529774127310062,0.9675392670157068,12.753926701570677,0.9898461538461538,3.784705882352941,2023.0,10.0,5.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
245,Healthcare,Ministry of Health & Family Welfare,707059,Establishment of new GMC Mandla,325,,89.41,45,978.0,2.737850787132101,1.0224948875255624,57.24948875255623,0.2751076923076923,1.943695652173913,2023.0,8.0,6.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
246,Healthcare,Ministry of Health & Family Welfare,707067,Establishment of new GMC Mon,325,,155.0,0,,,,,0.47692307692307695,155.0,,,6.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
247,Healthcare,Ministry of Health & Family Welfare,707049,Establishment of new GMC Panchmahal,325,663.5,467.34,88,1288.0,3.6084873374401094,1.0232919254658386,14.329192546583855,1.4379692307692307,5.251011235955056,2022.0,9.0,6.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,104.15384615384615,1.0,,
