sr_no,sector,ministry,project_code,project_name,orig_cost,rev_cost,expenditure,phys_progress,planned_duration_days,project_age_years,elapsed_fraction,progress_gap,cost_utilization,cost_per_progress,sanction_year,sanction_month,size_decile_in_sector,sector_loo_cost_overrun_rate,sector_loo_time_overrun_rate,ministry_loo_cost_overrun_rate,ministry_loo_time_overrun_rate,cost_overrun_pct,cost_overrun_flag,time_overrun_months,time_overrun_flag
993,Roads & Highways,Ministry of Road Transport & Highways,618591,"Construction of 6-lane flyover at Ainthapali junction and a 2-lane ROB LHS on NH-53 Earlier NH-6 in Sambalpur, on EPC mode in Odisha under NHO",374,211.74,106.91,54,1012.0,2.135523613963039,0.7707509881422925,23.07509881422925,0.285855614973262,1.9438181818181817,2024.0,3.0,2.0,0.36155202821869487,0.7329192546583851,0.36155202821869487,0.7329192546583851,-43.38502673796791,0.0,0.0,0.0
994,Roads & Highways,Ministry of Road Transport & Highways,618742,"Construction of 6-lane Greenfield corridor from Ramnagar to Kacchi Dargah NH-119D from Km 109700 to Km 122300, including widening of the existing NH-31 from Km 196700 to Km 198600, as part of the Amas-Darbhanga.",1113,,12.44,1,1182.0,1.2539356605065024,0.38747884940778343,37.74788494077834,0.011176999101527403,6.22,2025.0,1.0,6.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
995,Roads & Highways,Ministry of Road Transport & Highways,618627,Construction of 7 Nos of Standalone safety structures/works at different locations on various NHs,169,112.03,26.78,33,741.0,1.2840520191649556,0.6329284750337382,30.292847503373814,0.15846153846153846,0.7876470588235295,2025.0,1.0,0.0,0.36155202821869487,0.7329192546583851,0.36155202821869487,0.7329192546583851,-33.710059171597635,0.0,-0.22996057818659657,0.0
996,Roads & Highways,Ministry of Road Transport & Highways,619299,Construction of a 6-Lane Elevated Corridor from Km 593766 to Km 596620 Including Construction of Service Roads in Kagal City on NH-48 in the State of Maharashtra on EPC Mode.,358,,0.08,0,826.0,0.15331964407939766,0.06779661016949153,6.779661016949152,0.000223463687150838,0.08,2026.0,3.0,2.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
997,Roads & Highways,Ministry of Road Transport & Highways,618228,construction of a new 4 lane Parallel to existing MG Setu with its approaces from km 0.00 to km 14.500 across river Ganga on NH-19 at Patna in the state of Bihar.,2926,,622.65,75,2049.0,7.211498973305955,1.2855051244509517,53.550512445095166,0.21279904306220096,8.192763157894737,2019.0,2.0,9.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,39.25755584756899,1.0
998,Roads & Highways,Ministry of Road Transport & Highways,618234,Construction of a new 4-lane major bridge across river Kosi at Phulaut including Rehabilitation and upgradation of existing Birpur and Bihpur section of NH-106 from km 106.000 to km 136.000 to 2-lane with paved shoulders in the State of Bihar on EPC mode,1478,,901.52,99,2086.0,7.60848733744011,1.332214765100671,34.221476510067106,0.6099594046008119,9.0152,2018.0,9.0,8.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,32.75295663600526,1.0
999,Roads & Highways,Ministry of Road Transport & Highways,618882,Construction of additional 3-Lane Bridge over River Ganga for connection between Buxar and Bharauli on NH-922 in the State of Uttar Pradesh and Bihar on Hybrid Annuity Mode,532,444.92,47.11,22,1436.0,2.1245722108145104,0.5403899721448467,32.038997214484674,0.08855263157894737,2.0482608695652176,2024.0,3.0,3.0,0.36155202821869487,0.7329192546583851,0.36155202821869487,0.7329192546583851,-16.368421052631575,0.0,0.0,0.0
1000,Roads & Highways,Ministry of Road Transport & Highways,617893,Construction of additional major Bridge with 4- lane configuration of length 1.48 km on NH-60 NH-14 over River Kangshabati from Km. 117.770 to Km 119.250 and additional major Bridge with 4- lane configuration of length 0.900 km on NH-60 NH-14 over River Shilabati from Km. 173.220 to Km 174.120 in the district of Paschim Medinipur of West Bengal under Annual Plan for FY 2023-24 on EPC mode. Job No 014-W8-2023-24/527 .,305,,0.15,0,1642.0,2.4531143052703626,0.5456760048721072,54.56760048721072,0.0004918032786885246,0.15,2023.0,11.0,1.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
1001,Roads & Highways,Ministry of Road Transport & Highways,618508,Construction of Additional Structures including Approaches in Vadodara Surat Section of NH48 between existing Km. 108.000 to Km. 250.000,907,907.39,368.63,49,1058.0,2.1492128678986995,0.7419659735349716,25.196597353497168,0.40642778390297685,7.3726,2024.0,3.0,5.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,0.04299889746416608,0.0,5.026281208935611,1.0
1002,Roads & Highways,Ministry of Road Transport & Highways,618506,"Construction of Additional Structures, Improvement of Service Road & Maintenance of Six Lane Gurgaon-Jaipur Section of NH-48 old NH-8 between km 42700 to km 107100 in the State of Haryana",402,240.02,131.79,61,1071.0,1.919233401779603,0.6545284780578898,4.452847805788977,0.3278358208955224,2.1256451612903224,2024.0,5.0,2.0,0.36155202821869487,0.7329192546583851,0.36155202821869487,0.7329192546583851,-40.29353233830846,0.0,0.0,0.0
1003,Roads & Highways,Ministry of Road Transport & Highways,618430,Construction of alternative highway to Gangtok in Sikkim via Bagrakot -Chuikhim-Nimbong -Kafer-Bakhim-Algarah-Rhenock in the State of West Bengal and from Rhenok-Rorathang-Pakyong along with spur from Aritar-Rolep-Menla in the State of Sikkim from Km 0.00 to Km 13.00 of Bagrakot -Kafer section of NH 717A on EPC Mode under Phase-A of SARDP-NE in the State of West Bengal PKG- IVA,403,,261.9,99,1473.0,8.106776180698152,2.010183299389002,102.0183299389002,0.6498759305210917,2.6189999999999998,2018.0,3.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,52.890932982917214,1.0
1004,Roads & Highways,Ministry of Road Transport & Highways,618431,Construction of alternative highway to Gangtok in Sikkim via Bagrakot -Chuikhim-Nimbong -Kafer-Bakhim-Algarah-Rhenock in the State of West Bengal and from Rhenok-Rorathang-Pakyong along with spur from Aritar-Rolep-Menla in the State of Sikkim from Km 13.00 to Km 25.60 of Bagrakot -Kafer section of NH 717A on EPC Mode under Phase-A of SARDP-NE in the State of West Bengal PKG- IVB,296,,255.94,98,1840.0,8.106776180698152,1.6092391304347826,62.92391304347825,0.8646621621621622,2.585252525252525,2018.0,3.0,1.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,44.875164257555845,1.0
1005,Roads & Highways,Ministry of Road Transport & Highways,618066,Construction of Amethi bypass Part-II at km.30.050 of NH-931 under EPC mode in the state of Uttar Pradesh,284,,38.69,48,1522.0,3.381245722108145,0.8114323258869908,33.14323258869908,0.13623239436619716,0.7895918367346938,2022.0,12.0,1.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
1006,Roads & Highways,Ministry of Road Transport & Highways,619301,Construction of Approach Road to Rail-cum- Road Bridge across river Ganga at Munger Ghat NH-333 B,538,633.91,573.97,100,2860.0,12.752908966461328,1.6286713286713286,62.86713286713285,1.0668587360594797,5.682871287128713,2013.0,7.0,3.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,17.827137546468396,1.0,63.107752956636006,1.0
1007,Roads & Highways,Ministry of Road Transport & Highways,618157,Construction of Ater realignment & Bhind bypass Total length. 21.50 km Section of NH-552Extn. to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.,348,,79.84,79,1170.0,3.0937713894592744,0.9658119658119658,17.58119658119658,0.22942528735632184,0.998,2023.0,3.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,6.734559789750328,1.0
1008,Roads & Highways,Ministry of Road Transport & Highways,618414,Construction of Balance work for 2-lane with hard shoulder of Peren- Dimapur section on NH-129A from Design Km 126.775 to Km 146.208 Length 19.433 Km in the state of Nagaland on EPC mode under NHO-TSP Package-II,259,,136.09,97,1695.0,5.278576317590692,1.137463126843658,16.74631268436579,0.5254440154440154,1.3886734693877552,2021.0,1.0,1.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
1009,Roads & Highways,Ministry of Road Transport & Highways,618433,Construction of Balance work of 2-Lane with PS of Joram Koloriang Road from existing Km122.600 to km138.00 [Design Km108.724 to Km123.714] in Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,185,,156.42,100,1872.0,9.201916495550993,1.795405982905983,79.5405982905983,0.8455135135135134,1.5487128712871285,2017.0,2.0,0.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,48.91590013140604,1.0
1010,Roads & Highways,Ministry of Road Transport & Highways,618437,"Construction of Balance Work of 4-Laning of NH-37 Section between End of Moran Bypass to Bogibeel junction near Lapetketa Km. 561.700-Km. 580.875 under SARDP-NE, Phase 'A' in the State of Assam on EPC mode Pkg-I Road works & Toll Plaza",274,,116.66,100,3349.0,10.297056810403832,1.123021797551508,12.302179755150803,0.42576642335766424,1.155049504950495,2016.0,1.0,1.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,4.92772667542707,1.0
1011,Roads & Highways,Ministry of Road Transport & Highways,618441,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-37 Old from Km 490.800 to Km 501.800 11.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-I Road Works",468,476.5,97.88,87,3555.0,10.318959616700889,1.060196905766526,19.019690576652593,0.20914529914529914,1.1122727272727273,2016.0,1.0,3.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,1.8162393162393164,0.0,13.074901445466491,1.0
1012,Roads & Highways,Ministry of Road Transport & Highways,618440,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-37 Old from Km 490.800 to Km 534.800, under SARDP- NE on EPC Mode in the state of Assam Pkg- IV Structures & Toll Plaza",187,100.22,16.71,58,3570.0,10.318959616700889,1.0557422969187675,47.57422969187675,0.08935828877005349,0.2832203389830509,2016.0,1.0,0.0,0.36155202821869487,0.7318840579710145,0.36155202821869487,0.7318840579710145,-46.406417112299465,0.0,12.582128777923783,1.0
1013,Roads & Highways,Ministry of Road Transport & Highways,619013,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-37 Old from Km 501.800 to Km 514.800 13.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-II Road Works",509,542.87,111.18,74,4101.0,11.496235455167694,1.0238966105827847,28.389661058278463,0.21842829076620826,1.4824000000000002,2014.0,10.0,3.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,6.654223968565816,1.0,9.264126149802891,1.0
1014,Roads & Highways,Ministry of Road Transport & Highways,619060,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-37 Old from Km 514.800 to Km 534.800 20.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-III Road Works",345,619.7,56.58,72,3985.0,11.496235455167694,1.0537013801756587,33.37013801756588,0.164,0.7750684931506849,2014.0,10.0,2.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,79.62318840579712,1.0,13.074901445466491,1.0
1015,Roads & Highways,Ministry of Road Transport & Highways,618442,"Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji of NH-37 Old from Km 477.000 to Km 490800 13.800 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-III Road Works",359,,100.4,100,214.0,2.302532511978097,3.9299065420560746,292.9906542056075,0.27966573816155993,0.9940594059405942,2024.0,1.0,2.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,22.601839684625492,1.0
1016,Roads & Highways,Ministry of Road Transport & Highways,619186,Construction of Balance works of Major Bridge over Middle Strait Creek between Km.106.590 to km108.553 of NH-04 connecting South Andaman & Baratang Island in the Union Territory of Andaman & Nicobar Islands on EPC basis,263,371.88,112.15,13,3984.0,11.082819986310746,1.0160642570281124,88.60642570281124,0.426425855513308,8.010714285714286,2015.0,3.0,1.0,0.35978835978835977,0.7318840579710145,0.35978835978835977,0.7318840579710145,41.39923954372623,1.0,10.151116951379763,1.0
1017,Roads & Highways,Ministry of Road Transport & Highways,618054,Construction of Balrampur bypass with 2L flexible pavement configuration from km.223.000 of NH-330 to km.328.300 of NH-730 under EPC mode,516,,128.55,56,1147.0,3.378507871321013,1.075850043591979,51.58500435919791,0.2491279069767442,2.255263157894737,2022.0,12.0,3.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,10.90670170827858,1.0
1018,Roads & Highways,Ministry of Road Transport & Highways,618243,Construction of Basti Ring Road Phase-I with 4L configuration for Basti City in the state of Uttar Pradesh on HAM mode,1139,,0.07,37,1647.0,3.3921971252566734,0.7522768670309654,38.22768670309654,6.14574187884109e-05,0.001842105263157895,2022.0,12.0,6.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
1019,Roads & Highways,Ministry of Road Transport & Highways,618004,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length-16.150 Kmunder EPC mode in the state of Bihar,180,,2.37,2,2114.0,4.1971252566735116,0.7251655629139073,70.51655629139073,0.013166666666666667,0.79,2022.0,2.0,0.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,0.0,0.0
1020,Roads & Highways,Ministry of Road Transport & Highways,618083,Construction of byepass around Lohardaga town of NH-143A in the Sate of Jharkhand under EPC mode.,459,,2.32,5,1413.0,4.183436002737851,1.0813871196036802,103.13871196036801,0.005054466230936819,0.38666666666666666,2022.0,2.0,3.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,8.804204993429698,1.0
1021,Roads & Highways,Ministry of Road Transport & Highways,619005,Construction of bypass around Chatra Town on NH-22 old NH-99 in the state of Jharkhand under EPC Mode,235,199.2,0.86,13,1751.0,3.1211498973305956,0.6510565391205025,52.10565391205026,0.0036595744680851063,0.06142857142857143,2023.0,3.0,1.0,0.36155202821869487,0.7329192546583851,0.36155202821869487,0.7329192546583851,-15.234042553191493,0.0,0.0,0.0
1022,Roads & Highways,Ministry of Road Transport & Highways,618028,"Construction of Bypass at Kuknoor, Yelburga, Gajendragada of Bhanapur Gaddanakeri section of NH-367 in the State of Karnataka under NHO on EPC mode under Annual Plan 2022-23. NH-367-KNT-2022-23-973 dated 08.02.2023",334,,63.62,36,1599.0,3.2224503764544834,0.7360850531582239,37.6085053158224,0.19047904191616766,1.7194594594594594,2023.0,2.0,2.0,0.3609154929577465,0.7329192546583851,0.3609154929577465,0.7329192546583851,,,-0.0328515111695138,0.0
1023,Roads & Highways,Ministry of Road Transport & Highways,617930,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near Berhampur town including 4-lane RoB in the state of Odisha.,197,,59.55,70,1716.0,5.08145106091718,1.0815850815850816,38.158508158508155,0.30228426395939084,0.8387323943661972,2021.0,3.0,0.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,12.64783180026281,1.0
1024,Roads & Highways,Ministry of Road Transport & Highways,617904,Construction of Bypass road to Balangir town from km 72/400 Desing km 0/0 to km 79/800 Design km 11/670 of NH-26 in the State of Odisha.,239,,6.79,55,1341.0,4.183436002737851,1.13944817300522,58.94481730052199,0.028410041841004183,0.12125,2022.0,2.0,1.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,14.19185282522996,1.0
1025,Roads & Highways,Ministry of Road Transport & Highways,617925,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57 including LA in the State of Odisha on EPC mode.,157,,33.69,92,997.0,4.219028062970568,1.5456369107321966,62.563691073219644,0.21458598726114647,0.362258064516129,2022.0,2.0,0.0,0.3609154929577465,0.7318840579710145,0.3609154929577465,0.7318840579710145,,,21.911957950065702,1.0
1026,Roads & Highways,Ministry of Road Transport & Highways,617962,"Construction of Bypass to Madurai Achambathu Viratipathu in between km 6/850 10/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering, Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 in the state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997",239,260.07,126.56,94,1616.0,4.1095140314852845,0.9288366336633663,-1.1163366336633658,0.5295397489539749,1.3322105263157895,2022.0,3.0,1.0,0.35978835978835977,0.7329192546583851,0.35978835978835977,0.7329192546583851,8.815899581589955,1.0,0.0,0.0
